source,seq,requested_at,url,http_status,elapsed_ms,body_sha256
alt_one,2,2026-08-03T00:00:12.000Z,https://www.fixture-b.example/venue/002,200,100,ca14aeaa2fb66c6f7a90878ed70b102671475549a189d9a80cb2554dd02114ac
alt_one,3,2026-08-03T00:00:24.000Z,https://www.fixture-b.example/venue/003,200,100,9ad21119bb8c082e082955e1f81553963b97ca695f4ebb0f26a406f8a412465b
alt_one,4,2026-08-03T00:00:36.000Z,https://www.fixture-b.example/venue/004,200,100,43c238235581fb3f29c93e56911850948a13cd244ed3d7e0840b3dc602f2b06c
alt_one,5,2026-08-03T00:00:48.000Z,https://www.fixture-b.example/venue/005,200,100,9751574b5f41ef5b6cf19cb363c6dd50a67f8de33be5a400d006d50dfcbdcc93
alt_one,6,2026-08-03T00:01:00.000Z,https://www.fixture-b.example/venue/006,200,100,830be9ca2bf40a9e99bfdbe6d2a8da168ee989f12e6210a397801d3ddee9e5a0
alt_one,7,2026-08-03T00:01:12.000Z,https://www.fixture-b.example/venue/007,200,100,393d9f22f1aac5d1507930067225a5472cea7581ea1812856bce6c4f996fb01e
alt_one,8,2026-08-03T00:01:24.000Z,https://www.fixture-b.example/venue/008,200,100,7b53c6611fa8ec3c3c927c793d0c07178474da6be63ab07d3f9919d5e46f5d29
alt_one,9,2026-08-03T00:01:36.000Z,https://www.fixture-b.example/venue/009,200,100,1c55d3989722950d9104d7b64efb8eaa40b47df8221eae33f5752f49deb2a032
alt_one,10,2026-08-03T00:01:48.000Z,https://www.fixture-b.example/venue/010,200,100,8749c5cd0ad09fa41884cc67eef00c81da6dbd7fd131780a0e5bc941b81e6771
alt_one,11,2026-08-03T00:02:00.000Z,https://www.fixture-b.example/list?page=1,200,100,580e1f8adc5197cfc9a2f6ff0aca2599653a7203eb5f4297526bcab523f06872
alt_one,12,2026-08-03T00:02:12.000Z,https://www.fixture-b.example/list?page=2,200,100,0112266cb7c2e0eb02600b9c5e5418511d3551dd501effdd6b901b6145e28b36
alt_one,13,2026-08-03T00:02:24.000Z,https://www.fixture-b.example/list?page=3,200,100,c8cd5aa7e11a478fbb27d1e3ee00421b5b4514069277236df3651939f07c7045
alt_one,14,2026-08-03T00:02:36.000Z,https://www.fixture-b.example/list?page=4,200,100,5eb8bce52db284e2b4d764f7a7b2c4f17781ce7af6f1801ac3bf25f1c4ffe286
alt_one,15,2026-08-03T00:02:48.000Z,https://www.fixture-b.example/list?page=5,200,100,1e8ec2e6db06a44b271908cbe02da42994da4dcc1b051b73f53afb2c2cdd7988
alt_one,16,2026-08-03T00:03:00.000Z,https://www.fixture-b.example/list?page=6,200,100,6e4895192db2c15d5ee44b19781d07ac4071a403dfc9a953df3e567f0e1862df
alt_one,17,2026-08-03T00:03:12.000Z,https://www.fixture-b.example/list?page=7,200,100,c1213b6ec6417eecd7c509b3a763cd7194fbbedeaa458ed310a01dbe67a834b6
alt_one,18,2026-08-03T00:03:24.000Z,https://www.fixture-b.example/list?page=8,200,100,d7af58e31f7490cc887c47ce6c95ce3b6ee10cc03c8e1ec42d7a0f2a9b2b2d2f
alt_one,19,2026-08-03T00:03:36.000Z,https://www.fixture-b.example/list?page=9,200,100,4397d92dcdfa6638a6d11a69bd26211676565dd480a22db420d28e6fc0ce3ff3
alt_one,20,2026-08-03T00:03:48.000Z,https://www.fixture-b.example/robots.txt,200,100,cde814bc831bf793362179fa9b005b79e28c2ffa18c840ebb67d17ba02d8c6f5
